mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_actual_estimator__class_weight,param_actual_estimator__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.3337473630905151,0.04008961045592716,0.007323861122131348,0.004975092443875579,{},7.689,"{'actual_estimator__class_weight': {}, 'actual_estimator__C': 7.689}",0.525458248472505,0.5366187542778919,0.5432266848196052,0.5103942652329748,0.5165376495425756,0.530812324929972,0.5208613728129206,0.5540540540540541,0.5201668984700974,0.5030843043180261,0.5261214556930622,0.014623562211253762,3
0.3514888763427734,0.05995589568807579,0.007379651069641113,0.0026833033284395826,balanced,8.866,"{'actual_estimator__class_weight': 'balanced', 'actual_estimator__C': 8.866}",0.5554850982878884,0.5630198336532309,0.5628205128205127,0.532354903268846,0.5380577427821521,0.5624591236102028,0.5492424242424242,0.5690851735015773,0.5361093038386467,0.5301360985093974,0.5498770214514879,0.013875724058459422,1
0.359487509727478,0.060518284735632484,0.007580447196960449,0.0011965010063284564,{},7.863,"{'actual_estimator__class_weight': {}, 'actual_estimator__C': 7.863}",0.525458248472505,0.5366187542778919,0.5432266848196052,0.5103942652329748,0.5165376495425756,0.530812324929972,0.5208613728129206,0.5540540540540541,0.5201668984700974,0.5030843043180261,0.5261214556930622,0.014623562211253762,3
0.2818638563156128,0.06253895356975056,0.004457235336303711,0.0027571376378339937,balanced,9.984,"{'actual_estimator__class_weight': 'balanced', 'actual_estimator__C': 9.984}",0.5554850982878884,0.5630198336532309,0.5628205128205127,0.532354903268846,0.5380577427821521,0.56151832460733,0.5492424242424242,0.5690851735015773,0.5361093038386467,0.5301360985093974,0.5497829415512006,0.013793039243120411,2
